MAE
5.5619609352904735
ID,age,age_p,error
199,6,6.6818643,0.6818642616271973
200,11,6.417065,4.582934856414795
201,6,1.1024914,4.89750862121582
202,10,20.971985,10.97198486328125
203,9,10.203571,1.2035713195800781
204,6,3.8229647,2.177035331726074
205,9,4.1816864,4.8183135986328125
206,6,4.7925377,1.2074623107910156
207,8,8.028452,0.028451919555664062
208,12,16.187912,4.1879119873046875
209,13,12.193344,0.8066558837890625
210,10,7.1639056,2.836094379425049
211,10,5.306763,4.693236827850342
212,11,22.23461,11.234609603881836
213,7,5.007859,1.992140769958496
214,13,17.585724,4.585723876953125
215,11,9.891712,1.1082878112792969
216,9,8.513023,0.48697662353515625
217,11,12.431544,1.431544303894043
218,14,19.656502,5.656501770019531
219,7,16.49445,9.494449615478516
220,7,5.470714,1.5292859077453613
221,7,2.9212048,4.0787951946258545
222,9,8.084655,0.9153451919555664
223,11,33.387848,22.387847900390625
224,11,4.714187,6.285812854766846
225,7,7.56016,0.5601601600646973
226,12,20.001928,8.001928329467773
227,7,4.596615,2.4033851623535156
228,9,6.3498325,2.650167465209961
229,10,4.180448,5.819551944732666
230,11,17.922369,6.922369003295898
231,7,5.989139,1.0108609199523926
232,11,6.567956,4.43204402923584
233,7,7.1542554,0.15425539016723633
234,11,5.9069557,5.093044281005859
235,10,25.319965,15.319965362548828
236,10,10.288989,0.2889890670776367
237,12,5.8295965,6.170403480529785
238,9,14.736896,5.736895561218262
239,7,3.5124753,3.4875247478485107
240,14,4.035537,9.964463233947754
241,11,3.811322,7.188678026199341
242,7,6.888412,0.1115880012512207
243,11,8.669068,2.3309316635131836
244,12,7.0976434,4.9023566246032715
245,7,4.5566325,2.4433674812316895
246,8,9.571823,1.5718231201171875
247,14,2.8031945,11.196805477142334
248,8,4.2445107,3.7554893493652344
249,13,6.312205,6.687795162200928
250,7,6.2140255,0.7859745025634766
251,8,3.2413993,4.75860071182251
252,7,14.607788,7.6077880859375
253,7,6.5011177,0.4988822937011719
254,8,5.454858,2.54514217376709
255,13,10.270961,2.729039192199707
256,7,1.0824218,5.917578220367432
257,11,8.100364,2.8996362686157227
258,11,20.319403,9.319402694702148
259,10,21.788715,11.788715362548828
260,7,4.4747043,2.5252957344055176
261,10,5.954308,4.045691967010498
262,7,1.0473309,5.952669143676758
263,7,5.9330983,1.066901683807373
264,7,3.9632132,3.0367867946624756
265,9,23.129786,14.129785537719727
266,10,15.275263,5.275262832641602
267,14,12.287155,1.7128448486328125
268,7,1.3171847,5.682815313339233
269,8,9.861557,1.8615570068359375
270,8,17.079378,9.079378128051758
271,10,7.7395535,2.260446548461914
272,8,5.6824017,2.317598342895508
273,13,17.97008,4.97007942199707
274,8,16.14848,8.148479461669922
275,8,4.512113,3.487886905670166
276,10,15.464609,5.464609146118164
277,8,6.3054757,1.6945242881774902
278,8,18.41697,10.416969299316406
279,9,3.07861,5.921390056610107
280,8,15.021332,7.021331787109375
281,10,18.560957,8.560956954956055
282,8,7.9566607,0.04333925247192383
283,8,4.5831585,3.416841506958008
284,10,11.670486,1.6704864501953125
285,13,8.435861,4.564139366149902
286,8,21.37257,13.372570037841797
287,15,10.794701,4.205299377441406
288,8,7.1400394,0.8599605560302734
289,9,8.015329,0.9846706390380859
290,9,6.3363104,2.663689613342285
291,8,7.845479,0.15452098846435547
292,9,20.542822,11.542821884155273
293,8,18.594826,10.594825744628906
294,10,16.376125,6.376125335693359
295,8,18.858534,10.85853385925293
296,8,18.469007,10.46900749206543
297,8,5.026855,2.973145008087158
298,10,7.162497,2.837502956390381
299,11,6.3148794,4.685120582580566
300,8,3.1536324,4.846367597579956
301,8,15.275263,7.275262832641602
302,12,9.522245,2.477754592895508
303,8,8.730816,0.7308158874511719
304,8,5.8603773,2.139622688293457
305,9,8.845929,0.15407085418701172
306,8,5.235579,2.764420986175537
307,13,11.172974,1.8270263671875
308,8,19.851568,11.851568222045898
309,8,8.211738,0.21173763275146484
310,8,3.284488,4.715512037277222
311,8,6.3194165,1.6805834770202637
312,11,13.769662,2.7696619033813477
313,12,15.446627,3.446626663208008
314,12,7.9111433,4.0888566970825195
315,9,7.770525,1.2294750213623047
316,12,10.178125,1.8218746185302734
317,12,5.9653134,6.03468656539917
318,12,4.9879217,7.012078285217285
319,8,13.103453,5.103452682495117
320,12,12.364962,0.3649616241455078
321,12,3.2759755,8.724024534225464
322,13,15.309613,2.3096132278442383
323,12,8.515273,3.484726905822754
324,12,17.961946,5.961946487426758
325,13,21.466047,8.466047286987305
326,7,13.372579,6.3725786209106445
327,10,15.731046,5.731045722961426
328,12,6.7690353,5.230964660644531
329,12,15.159907,3.159907341003418
330,12,19.967896,7.9678955078125
331,10,16.98043,6.980430603027344
332,8,4.403118,3.596881866455078
333,8,11.740501,3.7405014038085938
334,8,9.421979,1.4219789505004883
335,11,22.940767,11.940767288208008
336,12,16.083166,4.083166122436523
337,12,5.4183607,6.581639289855957
338,12,28.784348,16.784347534179688
339,12,14.330063,2.3300628662109375
340,12,3.6274927,8.372507333755493
341,12,19.575876,7.575876235961914
342,14,23.959827,9.959827423095703
343,8,2.845364,5.154635906219482
344,8,15.103538,7.103537559509277
345,8,5.4778376,2.522162437438965
346,9,4.3971295,4.602870464324951
347,10,8.399678,1.6003217697143555
348,12,10.579035,1.4209651947021484
349,9,6.236003,2.7639970779418945
350,14,5.0734844,8.926515579223633
351,8,3.13338,4.866620063781738
352,12,14.8234625,2.82346248626709
353,13,11.123947,1.8760528564453125
354,8,9.451033,1.4510326385498047
355,12,15.616201,3.616201400756836
356,8,12.138833,4.138833045959473
357,12,7.207966,4.792034149169922
358,9,14.436793,5.436793327331543
359,12,1.1192753,10.880724668502808
360,12,8.619799,3.3802013397216797
361,12,6.789571,5.2104291915893555
362,16,17.223656,1.2236557006835938
363,13,8.2480955,4.751904487609863
364,12,12.408684,0.40868377685546875
365,12,9.297605,2.702395439147949
366,12,11.507979,0.4920206069946289
367,9,13.3614,4.3613996505737305
368,11,15.051008,4.051008224487305
369,13,18.731121,5.731121063232422
370,11,7.6109266,3.389073371887207
371,12,8.964285,3.035715103149414
372,12,9.5335045,2.4664955139160156
373,12,14.318531,2.318531036376953
374,9,15.140278,6.140277862548828
375,12,10.448417,1.5515832901000977
376,9,6.6796823,2.3203177452087402
377,9,8.802192,0.19780826568603516
378,12,2.7296824,9.270317554473877
379,12,6.2567325,5.74326753616333
380,12,13.745963,1.7459630966186523
381,9,7.819087,1.180912971496582
382,12,21.097893,9.097892761230469
383,12,12.591581,0.5915813446044922
384,12,7.353564,4.6464362144470215
385,12,16.650364,4.650363922119141
386,12,16.822596,4.822595596313477
387,12,22.57283,10.572830200195312
388,12,19.552113,7.552112579345703
389,12,4.68899,7.311009883880615
390,12,36.239655,24.239654541015625
391,12,21.033327,9.033327102661133
392,12,13.881718,1.8817176818847656
393,12,7.389944,4.610055923461914
394,12,8.908657,3.0913429260253906
395,12,15.517591,3.5175914764404297
396,12,12.226048,0.22604846954345703
397,12,11.688643,0.3113565444946289
398,12,17.5557,5.555700302124023
399,12,1.9051745,10.094825506210327
400,12,16.11893,4.118930816650391
401,12,19.77025,7.77025032043457
402,12,7.3161077,4.683892250061035
403,12,15.244863,3.2448625564575195
404,12,8.488281,3.51171875
405,12,11.265999,0.7340011596679688
406,12,7.5048556,4.495144367218018
407,8,6.736227,1.263772964477539
408,12,10.412568,1.5874319076538086
409,12,3.4885426,8.511457443237305
410,13,14.176837,1.1768369674682617
411,12,8.016606,3.983393669128418
412,12,3.972517,8.027482986450195
413,10,5.5925617,4.407438278198242
414,8,4.7479587,3.2520413398742676
415,8,8.891339,0.8913393020629883
416,12,15.885563,3.8855628967285156
417,8,6.922762,1.0772380828857422
418,11,14.669012,3.6690120697021484
419,14,7.64009,6.359910011291504
420,10,15.405665,5.405665397644043
421,11,8.315703,2.6842966079711914
422,12,12.113834,0.11383438110351562
423,14,9.509228,4.490772247314453
424,13,14.871458,1.8714580535888672
425,13,12.765505,0.2344951629638672
426,13,8.105146,4.894853591918945
427,8,12.233273,4.233272552490234
428,16,7.046943,8.953056812286377
429,11,5.6008463,5.399153709411621
430,15,2.8944821,12.105517864227295
431,13,16.921503,3.9215030670166016
432,9,17.881615,8.881614685058594
433,9,5.008936,3.9910640716552734
434,15,22.651905,7.651905059814453
435,14,14.432986,0.4329862594604492
436,9,11.015181,2.0151805877685547
437,12,14.146857,2.146857261657715
438,13,21.176733,8.176733016967773
439,12,18.574661,6.5746612548828125
440,14,12.335717,1.6642827987670898
441,14,18.31625,4.316249847412109
442,16,14.944589,1.0554113388061523
443,14,20.776022,6.776021957397461
444,12,20.249895,8.249895095825195
445,13,14.166269,1.166269302368164
446,11,12.278592,1.2785921096801758
447,15,6.555168,8.444831848144531
448,14,21.96615,7.966150283813477
449,9,5.026855,3.973145008087158
450,14,12.221982,1.7780179977416992
451,13,14.440808,1.4408082962036133
452,13,10.959745,2.040254592895508
453,14,3.5922081,10.40779185295105
454,13,4.9470153,8.052984714508057
455,13,13.766206,0.7662057876586914
456,12,14.880742,2.880742073059082
457,13,15.472895,2.4728946685791016
458,12,17.333307,5.333307266235352
459,12,9.793097,2.2069034576416016
460,13,13.254067,0.25406742095947266
461,13,10.775151,2.224848747253418
462,13,13.451336,0.4513359069824219
463,14,15.225782,1.2257823944091797
464,13,12.712654,0.28734588623046875
465,14,17.902773,3.902772903442383
466,12,5.5572815,6.442718505859375
467,16,22.70777,6.707769393920898
468,13,16.343126,3.3431262969970703
469,13,6.3142633,6.685736656188965
470,13,9.100352,3.8996477127075195
471,13,14.176837,1.1768369674682617
472,12,5.2708116,6.729188442230225
473,14,13.671494,0.3285064697265625
474,16,12.51411,3.4858903884887695
475,13,18.884142,5.88414192199707
476,14,18.56932,4.5693206787109375
477,16,12.196234,3.8037662506103516
478,10,1.6761478,8.323852181434631
479,9,1.3725492,7.6274508237838745
480,14,10.365625,3.6343746185302734
481,14,16.583773,2.583772659301758
482,9,6.3728986,2.627101421356201
483,12,8.281083,3.718916893005371
484,9,4.2469497,4.753050327301025
485,14,19.510395,5.510395050048828
486,12,18.521204,6.521203994750977
487,10,4.111445,5.88855504989624
488,14,11.532244,2.4677562713623047
489,9,14.300793,5.300792694091797
490,9,12.349976,3.3499755859375
491,14,18.399258,4.399257659912109
492,14,15.40416,1.4041595458984375
493,16,11.963654,4.036346435546875
494,13,4.179412,8.820588111877441
495,11,7.9181232,3.081876754760742
496,10,5.168856,4.831143856048584
497,10,12.508415,2.5084152221679688
498,13,10.865401,2.134598731994629
499,13,4.44108,8.558919906616211
500,17,21.822815,4.82281494140625
501,10,6.9732037,3.026796340942383
502,14,11.688643,2.311356544494629
503,14,1.0266948,12.973305225372314
504,10,16.684942,6.684942245483398
505,17,18.692707,1.6927070617675781
506,14,9.60413,4.395870208740234
507,13,10.52516,2.4748401641845703
508,13,10.424884,2.5751161575317383
509,16,10.176513,5.823487281799316
510,13,10.435347,2.5646533966064453
511,12,5.99542,6.004580020904541
512,10,22.511507,12.511507034301758
513,10,15.058144,5.058143615722656
514,11,9.995745,1.0042552947998047
515,11,9.95079,1.0492095947265625
516,13,11.863951,1.1360492706298828
517,13,14.108257,1.1082572937011719
518,13,15.000975,2.000974655151367
519,13,11.485936,1.514063835144043
520,10,13.636594,3.636593818664551
521,13,9.3071575,3.692842483520508
522,14,15.585099,1.585099220275879
523,10,13.2545595,3.2545595169067383
524,13,14.19618,1.1961803436279297
525,13,16.935032,3.9350318908691406
526,10,15.599445,5.599445343017578
527,10,18.229733,8.229732513427734
528,10,12.681454,2.6814537048339844
529,10,12.3968935,2.3968935012817383
530,15,16.988836,1.9888362884521484
531,10,19.468628,9.4686279296875
532,14,12.705616,1.2943840026855469
533,13,6.671293,6.328707218170166
534,17,15.942222,1.0577783584594727
535,14,20.672272,6.672271728515625
536,10,22.167583,12.167583465576172
537,16,10.637865,5.36213493347168
538,13,12.40074,0.5992603302001953
539,12,7.4937005,4.5062994956970215
540,10,11.631475,1.6314754486083984
541,13,16.94505,3.945049285888672
542,10,22.64581,12.645809173583984
543,12,8.899196,3.100804328918457
544,15,17.534002,2.5340023040771484
545,15,12.844731,2.155268669128418
546,15,8.586929,6.4130706787109375
547,16,18.8944,2.894399642944336
548,16,15.127814,0.8721857070922852
549,15,13.564155,1.4358453750610352
550,15,15.464261,0.4642610549926758
551,15,15.2336855,0.23368549346923828
552,15,8.301831,6.698168754577637
553,15,19.43676,4.436759948730469
554,18,13.276923,4.723076820373535
555,15,17.776754,2.776754379272461
556,19,13.109161,5.890838623046875
557,15,22.484972,7.48497200012207
558,16,17.134993,1.1349925994873047
559,15,13.478486,1.5215139389038086
560,15,11.131551,3.8684492111206055
561,11,18.054333,7.054332733154297
562,14,12.77994,1.2200603485107422
563,14,19.94531,5.945310592651367
564,15,17.306274,2.3062744140625
565,15,16.394176,1.3941764831542969
566,15,17.267744,2.2677440643310547
567,11,12.843443,1.8434429168701172
568,15,20.876581,5.876581192016602
569,15,15.2633295,0.26332950592041016
570,14,13.247402,0.7525978088378906
571,15,14.541576,0.4584236145019531
572,15,32.412792,17.412792205810547
573,15,15.367193,0.36719322204589844
574,15,14.902544,0.09745597839355469
575,19,17.652975,1.347024917602539
576,16,7.1884995,8.811500549316406
577,15,17.980598,2.9805984497070312
578,11,13.029885,2.0298852920532227
579,19,13.194753,5.8052473068237305
580,15,7.5254784,7.474521636962891
581,15,22.054598,7.054597854614258
582,16,11.050812,4.949188232421875
583,13,23.82922,10.829219818115234
584,15,16.52918,1.5291805267333984
585,14,13.281459,0.718541145324707
586,14,18.315895,4.315895080566406
587,14,9.831899,4.1681013107299805
588,14,9.768939,4.231060981750488
589,16,15.759693,0.24030685424804688
590,15,16.027166,1.0271663665771484
591,16,13.664382,2.335618019104004
592,16,16.595015,0.5950145721435547
593,11,7.64009,3.359910011291504
594,15,16.001547,1.001546859741211
595,15,14.256318,0.7436819076538086
596,15,15.256526,0.25652599334716797
597,15,12.047092,2.9529075622558594
598,11,18.122356,7.122356414794922
599,15,4.0135016,10.986498355865479
600,15,13.096909,1.9030914306640625
601,15,22.947048,7.947048187255859
602,11,13.0452795,2.0452795028686523
603,16,22.759811,6.7598114013671875
604,17,20.814192,3.8141918182373047
605,15,14.111548,0.8884515762329102
606,16,17.475328,1.4753284454345703
607,16,17.345219,1.3452186584472656
608,15,10.822994,4.177005767822266
609,16,8.997739,7.002261161804199
610,15,18.138287,3.138286590576172
611,17,19.370235,2.3702354431152344
612,15,12.742582,2.257417678833008
613,15,18.625093,3.625093460083008
614,19,19.239094,0.23909378051757812
615,15,12.882362,2.1176376342773438
616,16,16.050894,0.05089378356933594
617,15,4.44108,10.558919906616211
618,18,9.88086,8.119139671325684
619,16,13.557699,2.442300796508789
620,18,16.262102,1.7378978729248047
621,15,19.614721,4.614721298217773
622,15,13.617628,1.3823719024658203
623,16,11.371495,4.628504753112793
624,15,12.53807,2.461930274963379
625,15,12.868737,2.13126277923584
626,15,8.512047,6.487953186035156
627,17,17.786781,0.7867813110351562
628,19,10.852643,8.147356986999512
629,16,22.694853,6.694852828979492
630,16,16.637304,0.6373043060302734
631,12,14.006787,2.0067873001098633
632,16,11.730714,4.269286155700684
633,19,13.494185,5.505814552307129
634,16,16.082466,0.08246612548828125
635,16,16.795328,0.7953281402587891
636,19,20.136179,1.136178970336914
637,16,13.923131,2.076869010925293
638,16,14.4865675,1.513432502746582
639,17,13.045138,3.954861640930176
640,17,13.329573,3.6704273223876953
641,19,12.83906,6.160940170288086
642,19,12.679471,6.320528984069824
643,16,19.099546,3.099546432495117
644,16,15.848753,0.1512470245361328
645,17,12.788132,4.2118682861328125
646,16,17.916061,1.9160614013671875
647,17,16.103931,0.8960685729980469
648,17,17.183195,0.1831951141357422
649,16,17.248245,1.2482452392578125
650,20,11.914706,8.085293769836426
651,16,14.068234,1.9317655563354492
652,16,16.175123,0.1751232147216797
653,16,15.080916,0.9190835952758789
654,16,10.468655,5.531345367431641
655,16,13.545972,2.4540281295776367
656,16,18.050272,2.050271987915039
657,16,21.73861,5.738609313964844
658,16,14.665398,1.3346023559570312
659,16,23.298864,7.298864364624023
660,16,20.356722,4.356721878051758
661,16,10.166944,5.833056449890137
662,20,21.301247,1.3012466430664062
663,16,22.048872,6.048871994018555
664,16,18.642635,2.6426353454589844
665,16,11.985187,4.014813423156738
666,16,8.108763,7.891237258911133
667,16,17.540823,1.540822982788086
668,19,17.309626,1.6903743743896484
669,16,14.836614,1.163386344909668
670,17,14.412282,2.5877180099487305
671,17,12.7448225,4.2551774978637695
672,12,15.528263,3.5282630920410156
673,17,18.825918,1.825918197631836
674,12,16.913624,4.913623809814453
675,13,18.75303,5.753030776977539
676,18,16.334728,1.6652717590332031
677,13,16.828474,3.8284740447998047
678,17,14.035495,2.964505195617676
679,16,16.996798,0.9967975616455078
680,15,10.931421,4.068578720092773
681,16,16.234215,0.23421478271484375
682,16,20.184402,4.1844024658203125
683,12,13.722222,1.7222223281860352
684,15,14.700347,0.2996530532836914
685,12,22.038414,10.038414001464844
686,15,6.0433855,8.95661449432373
687,15,13.270133,1.7298669815063477
688,12,16.10936,4.1093597412109375
689,17,14.425206,2.574793815612793
690,13,15.568486,2.568486213684082
691,16,14.563329,1.436671257019043
692,15,18.136803,3.1368026733398438
693,18,20.329327,2.329326629638672
694,17,8.74256,8.257439613342285
695,15,21.194973,6.194972991943359
696,14,6.5963774,7.403622627258301
697,18,15.638109,2.3618907928466797
698,15,11.889241,3.1107587814331055
699,15,1.0611119,13.93888807296753
700,15,19.618265,4.618265151977539
701,13,15.956065,2.9560651779174805
702,17,16.54445,0.4555492401123047
703,16,17.587221,1.5872211456298828
704,20,16.098446,3.9015541076660156
705,17,14.71162,2.288379669189453
706,12,16.70665,4.7066497802734375
707,16,12.233302,3.766697883605957
708,17,18.463497,1.4634971618652344
709,18,11.513241,6.486759185791016
710,18,17.487593,0.5124073028564453
711,16,14.844773,1.155226707458496
712,12,19.747824,7.747823715209961
713,18,21.425081,3.425081253051758
714,15,9.860469,5.139531135559082
715,17,16.823154,0.17684555053710938
716,15,19.91386,4.913860321044922
717,16,16.480045,0.4800453186035156
718,15,19.790792,4.790792465209961
719,13,12.452674,0.5473260879516602
720,16,19.68991,3.689910888671875
721,12,8.621256,3.378744125366211
722,15,6.87261,8.127389907836914
723,17,12.490599,4.509401321411133
724,15,18.097439,3.0974388122558594
725,16,16.464851,0.46485137939453125
726,17,23.729574,6.729574203491211
727,13,10.353418,2.6465816497802734
728,16,18.920387,2.9203872680664062
729,16,16.177769,0.17776870727539062
730,16,15.338332,0.6616678237915039
731,16,16.541922,0.5419216156005859
732,19,10.003157,8.996843338012695
733,17,15.936093,1.0639066696166992
734,17,17.620157,0.6201572418212891
735,16,13.680089,2.319911003112793
736,20,10.9625635,9.037436485290527
737,16,18.061792,2.0617923736572266
738,16,17.437254,1.4372539520263672
739,16,16.670477,0.6704769134521484
740,16,19.51624,3.5162391662597656
741,17,9.709115,7.290884971618652
742,16,20.701124,4.70112419128418
743,15,14.161747,0.8382530212402344
744,16,12.910822,3.0891780853271484
745,16,23.051197,7.051197052001953
746,17,17.291998,0.29199790954589844
747,17,19.566948,2.5669479370117188
748,15,9.094873,5.905126571655273
749,16,15.411461,0.5885391235351562
750,16,17.507956,1.507955551147461
751,15,12.576714,2.4232864379882812
752,16,18.095293,2.0952930450439453
753,17,18.699192,1.6991920471191406
754,13,15.349022,2.3490219116210938
755,16,11.37588,4.624119758605957
756,17,12.508532,4.49146842956543
757,16,20.031698,4.031698226928711
758,17,17.335352,0.33535194396972656
759,17,17.396008,0.3960075378417969
760,15,10.313771,4.6862287521362305
761,17,20.89133,3.8913307189941406
762,17,20.262115,3.262115478515625
763,20,17.400337,2.5996627807617188
764,16,21.685326,5.685325622558594
765,17,16.473774,0.5262260437011719
766,17,18.178644,1.1786441802978516
767,20,20.413975,0.4139747619628906
768,19,15.067735,3.932265281677246
769,15,16.245743,1.2457427978515625
770,17,17.139412,0.13941192626953125
771,21,11.149748,9.850252151489258
772,17,17.239883,0.2398834228515625
773,18,12.11272,5.887280464172363
774,20,20.858395,0.8583946228027344
775,15,19.514423,4.514423370361328
776,20,20.499676,0.4996757507324219
777,19,7.516402,11.483598232269287
778,15,17.180162,2.1801624298095703
779,18,13.539413,4.4605865478515625
